Bailey,Continent,20,10,11,12,30,40,130,140,120,121,122,110,80,81,82,50,100,60,62,61,90,70,71,72,160,170,180,150,151,152,153,190,200,201,202,210,220,230
84,Oceania_NZ,"88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","95,0,0,5","1,0,0,99","94,0,1,5","94,0,1,5","94,0,1,5","93,2,0,5","93,5,1,1","88,10,1,1","93,5,1,1","93,5,1,1","93,5,1,1","88,10,1,1","93,5,1,1","88,10,1,1","88,10,1,1","93,5,1,1","88,10,1,1","93,5,1,1","15,60,5,20","75,0,0,25","60,10,0,30","7,1,1,1","7,1,1,1","8,0,1,1","7,1,1,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
84,Oceania,"88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","95,0,0,5","1,0,0,99","94,0,1,5","94,0,1,5","94,0,1,5","93,2,0,5","93,5,1,1","88,10,1,1","93,5,1,1","93,5,1,1","93,5,1,1","88,10,1,1","93,5,1,1","88,10,1,1","88,10,1,1","93,5,1,1","88,10,1,1","93,5,1,1","15,60,5,20","75,0,0,25","60,10,0,30","7,1,1,1","7,1,1,1","8,0,1,1","7,1,1,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
84,EurAsia,"79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","90,5,0,5","60,39,0,1","39,60,0,1","60,39,0,1","79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","79,20,0,1","60,39,0,1","39,60,0,1","60,39,0,1","70,20,0,10","75,0,0,25","75,0,0,25","9,0,0,1","7,2,0,1","9,0,0,1","9,0,0,1","43,2,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
84,North America,"94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","75,0,0,25","75,0,0,25","9,0,0,1","8,0,0,2","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
84,South America,"97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","98,1,0,1","97,2,0,1","97,2,0,1","97,2,0,1","98,1,0,1","98,1,0,1","97,2,0,1","98,1,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","94,4,0,1","75,0,0,25","75,0,0,25","8,1,0,1","9,0,0,1","9,0,0,1","8,1,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,Africa,"85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","95,4,0,1","90,9,0,1","85,14,0,1","90,9,0,1","92,7,0,1","92,7,0,1","85,14,0,1","92,7,0,1","85,14,0,1","85,14,0,1","90,9,0,1","85,14,0,1","90,9,0,1","70,20,0,10","75,0,0,25","74,1,0,25","9,0,0,1","8,1,0,1","9,0,0,1","9,0,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,Oceania_NZ,"88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","95,0,0,5","1,0,0,99","94,0,1,5","94,0,1,5","94,0,1,5","93,2,0,5","93,5,1,1","88,10,1,1","93,5,1,1","93,5,1,1","93,5,1,1","88,10,1,1","93,5,1,1","88,10,1,1","88,10,1,1","93,5,1,1","88,10,1,1","93,5,1,1","15,60,5,20","75,0,0,25","60,10,0,30","7,1,1,1","7,1,1,1","8,0,1,1","7,1,1,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,Oceania,"88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","95,0,0,5","1,0,0,99","94,0,1,5","94,0,1,5","94,0,1,5","93,2,0,5","93,5,1,1","88,10,1,1","93,5,1,1","93,5,1,1","93,5,1,1","88,10,1,1","93,5,1,1","88,10,1,1","88,10,1,1","93,5,1,1","88,10,1,1","93,5,1,1","15,60,5,20","75,0,0,25","60,10,0,30","7,1,1,1","7,1,1,1","8,0,1,1","7,1,1,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,EurAsia,"88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","88,10,1,1","95,0,0,5","1,0,0,99","94,0,1,5","94,0,1,5","94,0,1,5","93,2,0,5","93,5,1,1","88,10,1,1","93,5,1,1","93,5,1,1","93,5,1,1","88,10,1,1","93,5,1,1","88,10,1,1","88,10,1,1","93,5,1,1","88,10,1,1","93,5,1,1","15,60,5,20","75,0,0,25","60,10,0,30","7,1,1,1","7,1,1,1","8,0,1,1","7,1,1,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,North America,"94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","75,0,0,25","75,0,0,25","9,0,0,1","8,0,0,2","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
184,South America,"97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","98,1,0,1","97,2,0,1","97,2,0,1","97,2,0,1","98,1,0,1","98,1,0,1","97,2,0,1","98,1,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","97,2,0,1","94,4,0,1","75,0,0,25","75,0,0,25","8,1,0,1","9,0,0,1","9,0,0,1","8,1,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,Africa,"85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","85,14,0,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","95,4,0,1","90,9,0,1","85,14,0,1","90,9,0,1","92,7,0,1","92,7,0,1","85,14,0,1","92,7,0,1","85,14,0,1","85,14,0,1","90,9,0,1","85,14,0,1","90,9,0,1","70,20,0,10","75,0,0,25","74,1,0,25","9,0,0,1","8,1,0,1","9,0,0,1","9,0,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,Oceania_NZ,"83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","95,0,0,5","1,0,0,99","90,3,2,5","90,3,2,5","90,3,2,5","93,5,1,1","88,10,1,1","83,15,1,1","88,10,1,1","83,15,1,1","83,15,1,1","83,15,1,1","85,13,1,1","83,15,1,1","83,15,1,1","88,10,1,1","83,15,1,1","88,10,1,1","75,15,0,10","75,0,0,25","75,0,0,25","8,0,0,1","7,1,1,1","7,1,1,1","8,0,0,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,Oceania,"83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","95,0,0,5","1,0,0,99","90,3,2,5","90,3,2,5","90,3,2,5","93,5,1,1","88,10,1,1","83,15,1,1","88,10,1,1","83,15,1,1","83,15,1,1","83,15,1,1","85,13,1,1","83,15,1,1","83,15,1,1","88,10,1,1","83,15,1,1","88,10,1,1","75,15,0,10","75,0,0,25","75,0,0,25","8,0,0,1","7,1,1,1","7,1,1,1","8,0,0,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,EurAsia,"83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","83,15,1,1","95,0,0,5","1,0,0,99","90,3,2,5","90,3,2,5","90,3,2,5","93,5,1,1","88,10,1,1","83,15,1,1","88,10,1,1","83,15,1,1","83,15,1,1","83,15,1,1","85,13,1,1","83,15,1,1","83,15,1,1","88,10,1,1","83,15,1,1","88,10,1,1","75,15,0,10","75,0,0,25","75,0,0,25","8,0,0,1","7,1,1,1","7,1,1,1","8,0,0,1","30,15,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,North America,"94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","94,1,0,5","75,0,0,25","75,0,0,25","9,0,0,1","8,0,0,2","9,0,0,1","9,0,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
85,South America,"98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","90,1,0,9","75,0,0,25","75,0,0,25","8,1,0,1","8,1,0,1","9,0,0,1","8,1,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,Africa,"80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","99,0,0,1","1,0,0,99","98,1,0,1","98,1,0,1","98,1,0,1","90,5,0,5","87,8,0,5","80,15,0,5","87,8,0,5","80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","80,15,0,5","87,8,0,5","80,15,0,5","87,8,0,5","80,10,0,10","75,0,0,25","74,1,0,25","9,0,0,1","7,2,0,1","9,0,0,1","9,0,0,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,Oceania_NZ,"5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,Oceania,"5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,EurAsia,"5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","25,69,5,1","5,89,5,1","25,69,5,1","10,80,5,5","10,80,5,5","5,89,5,1","30,63,2,5","5,89,5,1","5,89,5,1","25,69,5,1","5,89,5,1","25,69,5,1","20,65,5,10","75,0,0,25","30,10,1,54","5,3,1,1","1,7,1,1","5,3,1,1","5,3,1,1","5,40,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,North America,"50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","70,20,5,5","50,40,5,5","70,20,5,5","50,40,5,5","50,40,5,5","50,40,5,5","55,35,5,5","50,40,5,5","50,40,5,5","70,20,5,5","50,40,5,5","70,20,5,5","70,20,0,10","75,0,0,25","30,10,1,54","5,3,1,1","4,4,1,1","5,3,1,1","5,3,1,1","45,1,0,4","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
86,South America,"98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","95,0,0,5","1,0,0,99","95,0,0,5","95,0,0,5","95,0,0,5","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","98,1,0,1","90,1,0,9","75,0,0,25","75,0,0,25","8,1,0,1","8,1,0,1","9,0,0,1","8,1,0,1","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,Africa,"95,3,1,1","95,3,1,1","95,3,1,1","95,3,1,1","95,3,1,1","95,3,1,1","98,0,1,1","1,0,0,99","90,5,4,1","90,5,4,1","90,5,4,1","95,3,1,1","90,8,1,1","90,8,1,1","90,8,1,1","95,3,1,1","95,3,1,1","90,8,1,1","95,3,1,1","90,8,1,1","90,8,1,1","90,8,1,1","90,8,1,1","90,8,1,1","90,0,0,10","75,0,0,25","75,0,0,25","8,0,1,1","7,1,1,1","7,1,1,1","8,0,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,Oceania_NZ,"45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,Oceania,"45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","45,49,5,1","94,0,1,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","89,5,1,5","84,10,1,5","89,5,1,5","50,43,1,1","50,43,1,1","45,49,5,1","60,38,1,1","45,49,5,1","60,38,1,1","89,5,1,5","84,10,1,5","89,5,1,5","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","4,4,1,1","5,3,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,EurAsia,"5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","5,89,5,1","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","25,69,5,1","5,89,5,1","25,69,5,1","10,80,5,5","10,80,5,5","5,89,5,1","30,63,2,5","5,89,5,1","5,89,5,1","25,69,5,1","5,89,5,1","25,69,5,1","20,65,5,10","75,0,0,25","30,10,1,54","5,3,1,1","1,7,1,1","5,3,1,1","5,3,1,1","5,40,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,North America,"50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","70,20,5,5","50,40,5,5","70,20,5,5","50,40,5,5","50,40,5,5","50,40,5,5","55,35,5,5","50,40,5,5","50,40,5,5","70,20,5,5","50,40,5,5","70,20,5,5","70,20,0,10","75,0,0,25","30,10,1,54","5,3,1,1","4,4,1,1","5,3,1,1","5,3,1,1","45,1,0,4","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
87,South America,"84,10,5,1","84,10,5,1","84,10,5,1","84,10,5,1","84,10,5,1","84,10,5,1","95,0,1,4","1,0,0,99","90,0,6,4","90,0,6,4","90,0,6,4","94,3,2,1","95,1,3,1","95,1,3,1","95,1,3,1","82,12,5,1","82,12,5,1","80,15,4,1","84,10,5,1","80,15,4,1","80,15,4,1","95,1,3,1","95,1,3,1","95,1,3,1","70,20,7,3","75,0,0,25","75,0,0,25","6,1,1,2","7,1,1,1","8,0,1,1","7,0,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,Africa,"95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","86,2,2,10","75,0,0,25","74,1,0,25","9,0,0,1","8,0,1,1","8,0,1,1","8,0,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,Oceania_NZ,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,Oceania,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,EurAsia,"65,30,4,1","65,30,4,1","65,30,4,1","65,30,4,1","65,30,4,1","65,30,4,1","91,0,4,5","1,0,0,99","84,1,10,5","84,1,10,5","84,1,10,5","89,5,1,5","85,10,4,1","75,20,4,1","85,10,4,1","75,20,4,1","75,20,4,1","75,20,4,1","83,15,1,1","75,20,4,1","75,20,4,1","85,10,4,1","75,20,4,1","85,10,4,1","70,20,0,10","75,0,0,25","75,0,0,25","9,0,0,1","6,2,1,1","8,0,1,1","9,0,0,1","43,2,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,North America,"50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","70,20,5,5","50,40,5,5","70,20,5,5","50,40,5,5","50,40,5,5","50,40,5,5","55,35,5,5","50,40,5,5","50,40,5,5","70,20,5,5","50,40,5,5","70,20,5,5","70,20,0,10","75,0,0,25","30,10,1,54","5,3,1,1","4,4,1,1","5,3,1,1","5,3,1,1","45,1,0,4","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
88,South America,"74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","95,0,1,4","1,0,0,99","90,0,6,4","90,0,6,4","90,0,6,4","94,3,2,1","95,1,3,1","95,1,3,1","95,1,3,1","82,12,5,1","82,12,5,1","80,15,4,1","84,10,5,1","80,15,4,1","80,15,4,1","95,1,3,1","95,1,3,1","95,1,3,1","70,20,7,3","75,0,0,25","75,0,0,25","6,1,1,2","7,1,1,1","8,0,1,1","7,0,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,Africa,"95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","86,2,2,10","75,0,0,25","74,1,0,25","9,0,0,1","8,0,1,1","8,0,1,1","8,0,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,Oceania_NZ,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,Oceania,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,EurAsia,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,North America,"50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","50,40,5,5","90,5,1,4","1,0,0,99","60,25,10,5","60,25,10,5","60,25,10,5","63,30,2,5","70,20,5,5","50,40,5,5","70,20,5,5","50,40,5,5","50,40,5,5","50,40,5,5","55,35,5,5","50,40,5,5","50,40,5,5","70,20,5,5","50,40,5,5","70,20,5,5","70,20,0,10","75,0,0,25","30,10,1,54","5,3,1,1","4,4,1,1","5,3,1,1","5,3,1,1","45,1,0,4","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
288,South America,"74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","74,20,5,1","95,0,1,4","1,0,0,99","90,0,6,4","90,0,6,4","90,0,6,4","94,3,2,1","95,1,3,1","95,1,3,1","95,1,3,1","82,12,5,1","82,12,5,1","80,15,4,1","84,10,5,1","80,15,4,1","80,15,4,1","95,1,3,1","95,1,3,1","95,1,3,1","70,20,7,3","75,0,0,25","75,0,0,25","6,1,1,2","7,1,1,1","8,0,1,1","7,0,1,2","40,2,3,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
188,Africa,"95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","99,0,0,1","1,0,0,99","99,0,0,1","99,0,0,1","99,0,0,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","95,2,2,1","86,2,2,10","75,0,0,25","74,1,0,25","9,0,0,1","8,0,1,1","8,0,1,1","8,0,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
188,Oceania_NZ,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
188,Oceania,"75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","75,20,4,1","91,0,4,5","1,0,0,99","80,5,10,5","80,5,10,5","80,5,10,5","84,10,1,5","87,10,2,1","77,20,2,1","87,10,2,1","83,15,1,1","83,15,1,1","77,20,2,1","85,13,1,1","77,20,2,1","77,20,2,1","87,10,2,1","77,20,2,1","87,10,2,1","40,40,0,20","75,0,0,25","75,0,0,25","6,2,1,1","6,2,1,1","8,0,1,1","6,2,1,1","40,5,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
